concepto,prefLabel,writtenRep
plats_a_la_carta_C1095,Plats a la carta. Peix i marisc,"assortiment de marisc, Auswahl an Meeresfrüchten, assorted shellfish, surtido de marisco, assortiment de fruits de mer, assortimento di frutti di mare"
plats_a_la_carta_C1096,Plats a la carta. Pasta,"assortiment de pastes amb rocafort, verschiedene Pasta mit Roquefort, assorted pasta with Roquefort, surtido de pastas al roquefort, assortiment de pâtes au roquefort, assortimento di paste al roquefort"
plats_a_la_carta_C1097,Plats a la carta. Pastes,"assortiment de pastes amb vi dolç, Auswahl an Kleingebäck mit Süßwein, assorted little shortcakes with sweet wine, surtido de pastas con vino dulce, assortiment de biscuits au vin doux, assortimento di paste con vino dolce"
plats_a_la_carta_C1098,Plats a la carta. Postres,"assortiment de pastissos, Auswahl an Kuchen, assorted cakes, surtido de pasteles, assortiment de pâtisserie, assortimento di torte"
plats_a_la_carta_C1099,"Plats a la carta. Embotits, carns fredes i patés","assortiment de patés, Auswahl an Pasteten, assorted pâtés, surtido de patés, assortiment de pâtés, assortimento di pâté"
plats_a_la_carta_C11,Plats a la carta. Tapes,"aladrocs en vinagre, Sardellen in Essig, european anchovies in vinegar, boquerones en vinagre, anchois frais au vinaigre, alici sottaceto"
plats_a_la_carta_C110,Plats a la carta. Entrants i amanides,"amanida d'api i pastanaga amb formatge fresc, Sellerie-Karottensalat mit Frischkäse, celery and carrot salad with fresh cheese, ensalada de apio y zanahoria con queso fresco, salade de céleri et de carotte au fromage frais, insalata di sedano e carota con formaggio fresco"
plats_a_la_carta_C1100,"Plats a la carta. Embotits, carns fredes i patés","assortiment de patés amb torradetes, Auswahl an Pasteten mit Minitoasts, assorted pâtés with mini toasts, surtido de patés con tostaditas, assortiment de pâtés aux mini toasts, assortimento di pâté con crostini"
plats_a_la_carta_C1101,"Plats a la carta. Embotits, carns fredes i patés","assortiment de patés casolans, Auswahl an hausgemachten Pasteten, assorted home-made pâtés, surtido de patés caseros, assortiment de pâtés maison, assortimento di pâté caserecci"
plats_a_la_carta_C1102,"Plats a la carta. Embotits, carns fredes i patés","assortiment de patés d'ànec, Auswahl an Entenleberpasteten, assorted duck pâtés, surtido de patés de pato, assortiment de pâtés de canard, assortimento di pâté d'anatra"
plats_a_la_carta_C1103,"Plats a la carta. Embotits, carns fredes i patés","assortiment de patés de caça, Auswahl an Wildpasteten, assorted game pâtés, surtido de patés de caza, assortiment de pâtés de gibier, assortimento di pâté di cacciagione"
plats_a_la_carta_C1104,Plats a la carta. Peix i marisc,"assortiment de peixos fumats, Auswahl an Räucherfischen, assorted smoked fishes, surtido de pescados ahumados, assortiment de poissons fumés, assortimento di pesci affumicati"
plats_a_la_carta_C1105,Plats a la carta. Entrants i amanides,"assortiment de productes fumats, Auswahl an Räucherprodukten, assorted smoked products, surtido de productos ahumados, assortiment de produits fumés, assortimento di prodotti affumicati"
plats_a_la_carta_C1106,Plats a la carta. Postres,"assortiment de rebosteria, Auswahl an Konfekt, assorted pastries, surtido de repostería, assortiment de pâtisseries, assortimento di pasticceria"
plats_a_la_carta_C1107,Plats a la carta. Gelats i sorbets,"assortiment de sorbets, Auswahl an Sorbets, assorted sorbets, surtido de sorbetes, assortiment de sorbets, assortimento di sorbetti"
plats_a_la_carta_C1108,Plats a la carta. Begudes,"assortiment de tes, Auswahl an Teesorten, assorted teas, surtido de tés, assortiment de thés, assortimento di tè"
plats_a_la_carta_C1109,"Plats a la carta. Pa amb tomàquet, entrepans i sandvitxos","assortiment de torrades, Auswahl an gerösteten Broten, assorted toasts, surtido de tostadas, assortiment de toasts, assortimento di fette di pane tostato"
plats_a_la_carta_C111,Plats a la carta. Entrants i amanides,"amanida d'aranja, Grapefruitsalat, grapefruit salad, ensalada de pomelo, salade de pamplemousse, insalata di pompelmo"
plats_a_la_carta_C1110,Plats a la carta. Formatges,"assortiment de tres formatges artesans, Auswahl an drei handgemachten Käsesorten, assorted three handmade cheeses, surtido de tres quesos artesanos, assortiment de trois fromages artisanals, assortimento di tre formaggi artigianali"
plats_a_la_carta_C1111,Plats a la carta. Gelats i sorbets,"assortiment de tres gelats, drei Eissorten, assorted three ice creams, surtido de tres helados<b> </b>, assortiment de trois glaces, assortimento di tre gelati"
plats_a_la_carta_C1112,Plats a la carta. Ous,"assortiment de truites, Auswahl an Omelettes, assorted omelettes, surtido de tortillas, assortiment d'omelettes, assortimento di frittate"
plats_a_la_carta_C1113,"Plats a la carta. Verdures, hortalisses i llegums","assortiment de verdures a la brasa amb romesco, Auswahl an Gemüse vom Rost mit Romesco (katalanische Sauce aus Nüssen, rottem Paprika, Tomaten und Knoblauch), assorted charcoal-grilled vegetables with romesco (Catalan nut, red pepper, tomato, and garlic sauce), surtido de verduras a la brasa con romesco (salsa catalana de frutos secos, pimiento rojo, tomate y ajo), assortiment de légumes grillés sur la braise au romesco (sauce catalane à base de fruits secs, poivron rouge, tomate et ail), verdure assortite alla brace con romesco (salsa catalana a base di frutta secca, peperoncino rosso, pomodoro e aglio)"
plats_a_la_carta_C1114,"Plats a la carta. Verdures, hortalisses i llegums","assortiment de verdures del temps, Auswahl an frischem Gemüse, assorted vegetables in season, surtido de verduras del tiempo, assortiment de légumes de saison, assortimento di verdure di stagione"
plats_a_la_carta_C1115,"Plats a la carta. Verdures, hortalisses i llegums","assortiment de verdures fresques amb perfum d'herbes aromàtiques, Auswahl an frischem Gemüse mit aromatischem Kräuterparfum, assorted fresh vegetables perfumed with aromatic herbs, surtido de verduras frescas al perfume de hierbas aromáticas, assortiment de légumes frais parfumés aux herbes aromatiques, assortimento di verdure fresche al profumo di erbe aromatiche"
plats_a_la_carta_C1116,"Plats a la carta. Embotits, carns fredes i patés","assortiment de viandes fredes, Auswahl an Aufschnitt, assorted cold cuts, surtido de fiambres, assortiment de viandes froides, assortimento di rifreddi"
plats_a_la_carta_C1117,"Plats a la carta. Embotits, carns fredes i patés","assortiment de viandes fumades, Auswahl an geräuchertem Aufschnitt, assorted smoked meats, surtido de fiambres ahumados, assortiment de viandes fumées, assortimento d'affumicati"
plats_a_la_carta_C1118,"Plats a la carta. Sopes, cremes i consomés","babaganuix (puré d'albergínies escalivades amb all, llimona, oli d'oliva i mantega de sèsam), Baba Ganoush (Auberginenpüree mit Knoblauch, Zitrone, Olivenöl und Sesambutter), baba ganoush (roast aubergine purée with garlic, lemon, olive oil and sesame butter), baba ghannuj (puré de berenjenas asadas con ajo, limón, aceite de oliva y manteca de sésamo), baba ghannouge (purée d'aubergines rôties à l'ail, citron, huile d'olive et beurre de sésame), baba ganoush (purè di melanzane arrostite con aglio, limone, olio d'oliva e pasta di sesamo)"
plats_a_la_carta_C1119,Plats a la carta. Peix i marisc,"bacallà, Stockfisch, cod, bacalao, morue, baccalà"
plats_a_la_carta_C112,Plats a la carta. Entrants i amanides,"amanida d'arengada fumada amb préssec de vinya<b> </b>, Salat mit geräucherten Heringen und Weinbergpfirsich, salad of smoked salted sardine with vineyard peach, ensalada de sardina en salazón ahumada con melocotón de viña, salade de sardine salée fumée à la pêche de vigne<b> </b>, insalata di sardina sotto sale affumicata con pesca di vigna"
plats_a_la_carta_C1120,Plats a la carta. Peix i marisc,"bacallà a l'antiga, Stockfisch auf alte Art, old-style cod, bacalao a la antigua, morue à l'ancienne, baccalà all'antica"
plats_a_la_carta_C1121,Plats a la carta. Peix i marisc,"bacallà a l'empordanesa, Stockfisch auf empordanesische Art, cod Empordà style, bacalao a la ampurdanesa, morue à l'ampurdanaise, baccalà allo stile di L'Empordà"
plats_a_la_carta_C1122,Plats a la carta. Peix i marisc,"bacallà a l'estil dels monjos de Poblet, Stockfisch nach Art der Mönche von Poblet, cod monks from Poblet's style, bacalao al estilo de los monjes de Poblet, morue à la manière des moines de Poblet, baccalà allo stile dei monaci di Poblet"
plats_a_la_carta_C1123,Plats a la carta. Peix i marisc,"bacallà a la basca, Stockfisch auf baskische Art, cod Basque style, bacalao a la vasca, morue à la basquaise, baccalà alla basca"
plats_a_la_carta_C1124,Plats a la carta. Peix i marisc,"bacallà a la biscaïna, Stockfisch auf biskayische Art, cod Biscay style, bacalao a la vizcaína, morue à la biscaïenne, baccalà alla vizcaina"
plats_a_la_carta_C1125,Plats a la carta. Peix i marisc,"bacallà a la brasa, Stockfisch vom Rost, charcoal-grilled cod, bacalao a la brasa, morue grillée sur la braise, baccalà alla brace"
plats_a_la_carta_C1126,Plats a la carta. Peix i marisc,"bacallà a la brasa amb pebrots i allioli, Stockfisch vom Rost mit Paprika und Allioli (Knoblauchmayonnaise), charcoal-grilled cod with peppers and allioli (garlic mayonnaise), bacalao a la brasa con pimientos y alioli, cabillaud grillé sur la braise, ses poivrons et son ailloli, baccalà alla brace con peperoni e allioli (maionese all'aglio)"
plats_a_la_carta_C1127,Plats a la carta. Peix i marisc,"bacallà a la cassoleta, Stockfischeintopf, cod stew, bacalao a la cazuela, morue à la cassolette, baccalà in casseruola"
plats_a_la_carta_C1128,Plats a la carta. Peix i marisc,"bacallà a la catalana, Stockfisch auf katalanische Art, cod Catalan style, bacalao a la catalana, morue à la catalane, baccalà alla catalana"
plats_a_la_carta_C1129,Plats a la carta. Peix i marisc,"bacallà a la catalana, Stockfisch auf katalanische Art, cod Catalan style, bacalao a la catalana, morue à la catalane, baccalà alla catalana"
plats_a_la_carta_C113,Plats a la carta. Entrants i amanides,"amanida d'arengades amb raïm, Heringsalat mit Trauben, salted sardine with grapes salad, ensalada de sardinas en salazón con uvas, salade de sardines salées aux raisins, insalata di sardine sotto sale all'uva"
plats_a_la_carta_C1130,Plats a la carta. Peix i marisc,"bacallà a la genovesa, Stockfisch auf Genoveser Art, cod Genoa style, bacalao a la genovesa, morue à la façon de Gênes, baccalà alla genovese"
plats_a_la_carta_C1131,Plats a la carta. Peix i marisc,"bacallà a la graella amb mongetes seques, Stockfisch vom Grill mit Bohnen, grilled cod with haricot beans, bacalao a la parrilla con alubias, morue grillée aux haricots secs, baccalà alla griglia con fagioli"
plats_a_la_carta_C1132,Plats a la carta. Peix i marisc,"bacallà a la llauna, Stockfisch a la llauna (angebraten und im Ofen gegart), cod a la llauna (fried and baked), bacalao a la llauna (frito y horneado), morue à la llauna (frite et passée au four), baccalà a la llauna (fritto e infornato)"
plats_a_la_carta_C1133,Plats a la carta. Peix i marisc,"bacallà a la llauna amb mongetes del ganxet, coliflor i botifarra negra, Stockfisch a la llauna (angebraten und im Ofen gegart) mit Bohnen, Rosenkohl und Blutwurst, cod a la llauna (fried and baked) with white kidney beans, cauliflower and blood sausage, bacalao a la llauna (frito y horneado) con judías de gancho, coliflor y butifarra negra, morue à la llauna (frite et au four) aux haricots secs, à la chou-fleur et au boudin noir, baccalà a la llauna (fritto e infornato) con cannellini, cavolfiore e sanguinaccio"
plats_a_la_carta_C1134,Plats a la carta. Peix i marisc,"bacallà a la llauna amb patata, ceba i tomàquet al forn, Stockfisch a la llauna (angebraten und im Ofen gegart) mit Kartoffel, Zwiebel und Tomate aus dem Ofen, cod a la llauna (fried and baked) with baked potato, onion and tomato, bacalao a la llauna (frito y horneado) con patata, cebolla y tomate al horno, morue à la llauna (frite et au four) à la pomme de terre, à l'oignon et à la tomate au four, baccalà alla llauna (fritto e infornato) con patata, cipolla e pomodoro al forno"
plats_a_la_carta_C1135,Plats a la carta. Peix i marisc,"bacallà a la llauna i patata emmascarada amb espinacs, Stockfisch a la llauna und gebratenes Kartoffelpüree mit Spinat (angebraten und im Ofen gegart), cod a la llauna and mashed potatoes fried with black sausage with spinach (fried and baked cod), bacalao a la llauna y patata enmascarada con espinacas (bacalao frito y horneado), morue à la llauna avec pommes de terre et boudin rissolés aux épinards (morue frite et passée au four), baccalà a la llauna e patata mascherata con spinaci (baccalà fritto e infornato)"
plats_a_la_carta_C1136,Plats a la carta. Peix i marisc,"bacallà a la llosa, Stockfisch vom heißen Stein, stone-grilled cod, bacalao a la losa, morue grillée sur la pierre, baccalà cotto su pietra"
plats_a_la_carta_C1137,Plats a la carta. Peix i marisc,"bacallà a la marinera, Stockfisch auf Seemannsart, cod à la marinière, bacalao a la marinera, morue à la marinière, baccalà alla marinara"
plats_a_la_carta_C1138,Plats a la carta. Peix i marisc,"bacallà a la mediterrània, Stockfisch auf mediterrane Art, cod Mediterranean style, bacalao a la mediterránea, cabillaud à la méditerranéenne, baccalà alla mediterranea"
plats_a_la_carta_C1139,Plats a la carta. Peix i marisc,"bacallà a la planxa amb ceba confitada, Stockfisch vom Blech mit eingelegten Zwiebeln, grilled cod with confit onions, bacalao a la plancha con cebolla confitada, morue grillé aux oignons confits, baccalà alla piastra con cipolla confit"
plats_a_la_carta_C114,Plats a la carta. Entrants i amanides,"amanida d'arròs, Reissalat, rice salad, ensalada de arroz, salade de riz, insalata di riso"
plats_a_la_carta_C1140,Plats a la carta. Peix i marisc,"bacallà a la planxa amb gírgoles i trompetes de la mort, Stockfisch vom Blech mit Seitlingen und Todestrompeten, grilled cod with king trumpet mushrooms and horn of plenty mushrooms, bacalao a la plancha con setas de cardo y trompetas de la muerte, morue grillée aux pleurotes et aux trompettes de la mort, baccalà alla piastra con cardoncelli e trombette dei morti"
